airline_name,airline_code,airport_name,city,country,iata_code,flight_number,origin_city,destination_city,departure,arrival,base_price,total_seats,available_seats,duration_mins
SkyWays,SW,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,SW339,Ahmedabad,Hyderabad,2026-12-11 14:45:00,2026-12-11 15:45:00,6738,200,154,60
CloudJet,CJ,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,CJ206,Kolkata,Mumbai,2026-12-10 15:15:00,2026-12-10 17:30:00,5638,190,177,135
AeroExpress,AE,Goa International,Goa,India,GOI,AE697,Goa,New Delhi,2026-12-18 07:45:00,2026-12-18 09:00:00,8711,200,127,75
AeroExpress,AE,Pune International,Pune,India,PUN,AE971,Pune,Mumbai,2026-12-02 07:15:00,2026-12-02 09:15:00,2625,150,122,120
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ931,Ahmedabad,Bangalore,2026-12-22 12:45:00,2026-12-22 14:30:00,6686,160,110,105
CloudJet,CJ,Goa International,Goa,India,GOI,CJ972,Goa,Ahmedabad,2026-12-02 20:15:00,2026-12-02 22:30:00,4243,150,137,135
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ471,New Delhi,Mumbai,2026-12-09 21:00:00,2026-12-09 23:15:00,6768,200,139,135
AeroExpress,AE,Kempegowda International,Bangalore,India,BLR,AE972,Bangalore,Pune,2026-12-11 07:15:00,2026-12-11 09:15:00,4792,170,127,120
FastAir,FA,Rajiv Gandhi International,Hyderabad,India,HYD,FA962,Hyderabad,Pune,2026-12-15 13:45:00,2026-12-15 15:30:00,5994,160,102,105
SkyWays,SW,Chennai International,Chennai,India,MAA,SW389,Chennai,Kochi,2026-12-28 21:15:00,2026-12-28 22:15:00,7841,170,113,60
FastAir,FA,Chennai International,Chennai,India,MAA,FA201,Chennai,Kolkata,2026-12-03 21:15:00,2026-12-03 23:15:00,7722,170,170,120
AeroExpress,AE,Rajiv Gandhi International,Hyderabad,India,HYD,AE115,Hyderabad,Mumbai,2026-12-16 10:30:00,2026-12-16 13:30:00,5068,150,127,180
AeroExpress,AE,Goa International,Goa,India,GOI,AE230,Goa,Chennai,2026-12-09 12:45:00,2026-12-09 14:45:00,2874,200,196,120
TransIndia,TI,Chennai International,Chennai,India,MAA,TI848,Chennai,Ahmedabad,2026-12-30 12:15:00,2026-12-30 15:00:00,5297,160,140,165
CloudJet,CJ,Rajiv Gandhi International,Hyderabad,India,HYD,CJ525,Hyderabad,Chennai,2026-12-11 20:00:00,2026-12-11 21:30:00,4048,180,124,90
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ947,New Delhi,Goa,2026-12-26 19:15:00,2026-12-26 21:15:00,4253,150,135,120
TransIndia,TI,Kempegowda International,Bangalore,India,BLR,TI417,Bangalore,Kolkata,2026-12-04 22:45:00,2026-12-05 01:00:00,6282,170,166,135
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ903,Mumbai,Chennai,2026-12-07 05:45:00,2026-12-07 07:30:00,5476,190,137,105
SkyWays,SW,Chennai International,Chennai,India,MAA,SW920,Chennai,Mumbai,2026-12-31 22:45:00,2027-01-01 01:45:00,6451,200,143,180
SkyWays,SW,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,SW916,Ahmedabad,Bangalore,2026-12-17 05:45:00,2026-12-17 06:45:00,3364,160,151,60
FastAir,FA,Chennai International,Chennai,India,MAA,FA597,Chennai,New Delhi,2026-12-22 17:00:00,2026-12-22 20:00:00,6328,170,157,180
TransIndia,TI,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,TI767,Ahmedabad,Kochi,2026-12-31 17:15:00,2026-12-31 19:30:00,5025,160,129,135
CloudJet,CJ,Chennai International,Chennai,India,MAA,CJ274,Chennai,Goa,2026-12-21 19:00:00,2026-12-21 20:00:00,2409,170,151,60
FastAir,FA,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,FA624,Kolkata,Chennai,2026-12-11 21:45:00,2026-12-11 23:45:00,4847,160,120,120
TransIndia,TI,Kempegowda International,Bangalore,India,BLR,TI306,Bangalore,Mumbai,2026-12-05 12:15:00,2026-12-05 14:30:00,8358,150,72,135
TransIndia,TI,Cochin International,Kochi,India,COK,TI735,Kochi,New Delhi,2026-12-12 14:00:00,2026-12-12 16:15:00,8952,180,125,135
AeroExpress,AE,Kempegowda International,Bangalore,India,BLR,AE181,Bangalore,Mumbai,2026-12-25 10:30:00,2026-12-25 12:30:00,6927,150,144,120
CloudJet,CJ,Cochin International,Kochi,India,COK,CJ941,Kochi,Kolkata,2026-12-22 11:45:00,2026-12-22 13:00:00,5451,200,189,75
AeroExpress,AE,Chhatrapati Shivaji International,Mumbai,India,BOM,AE954,Mumbai,Bangalore,2026-12-29 18:30:00,2026-12-29 20:00:00,3193,170,100,90
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ838,Mumbai,Hyderabad,2026-12-10 14:30:00,2026-12-10 17:00:00,4066,200,165,150
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA391,Mumbai,Bangalore,2026-12-11 14:30:00,2026-12-11 16:30:00,5500,200,191,120
TransIndia,TI,Goa International,Goa,India,GOI,TI108,Goa,Ahmedabad,2026-12-12 09:45:00,2026-12-12 11:30:00,6397,200,133,105
TransIndia,TI,Kempegowda International,Bangalore,India,BLR,TI135,Bangalore,Kolkata,2026-12-08 10:15:00,2026-12-08 12:15:00,3106,160,160,120
FastAir,FA,Rajiv Gandhi International,Hyderabad,India,HYD,FA498,Hyderabad,Bangalore,2026-12-16 20:00:00,2026-12-16 21:45:00,5917,200,163,105
FastAir,FA,Indira Gandhi International,New Delhi,India,DEL,FA200,New Delhi,Mumbai,2026-12-20 14:45:00,2026-12-20 16:00:00,5691,150,128,75
AeroExpress,AE,Pune International,Pune,India,PUN,AE720,Pune,New Delhi,2026-12-11 08:30:00,2026-12-11 11:30:00,8869,200,180,180
TransIndia,TI,Cochin International,Kochi,India,COK,TI586,Kochi,Pune,2026-12-08 22:00:00,2026-12-08 23:00:00,5615,170,109,60
SkyWays,SW,Chennai International,Chennai,India,MAA,SW653,Chennai,Ahmedabad,2026-12-01 17:30:00,2026-12-01 20:30:00,6749,180,102,180
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ123,Ahmedabad,Mumbai,2026-12-02 08:45:00,2026-12-02 10:00:00,3930,200,197,75
TransIndia,TI,Cochin International,Kochi,India,COK,TI480,Kochi,Goa,2026-12-12 06:45:00,2026-12-12 08:15:00,6221,160,88,90
SkyWays,SW,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,SW659,Ahmedabad,Bangalore,2026-12-17 20:45:00,2026-12-17 23:15:00,6804,170,121,150
SkyWays,SW,Cochin International,Kochi,India,COK,SW989,Kochi,Bangalore,2026-12-10 10:15:00,2026-12-10 12:00:00,2983,170,155,105
SkyWays,SW,Chhatrapati Shivaji International,Mumbai,India,BOM,SW923,Mumbai,Bangalore,2026-12-05 18:00:00,2026-12-05 20:15:00,2314,160,139,135
SkyWays,SW,Chhatrapati Shivaji International,Mumbai,India,BOM,SW699,Mumbai,Goa,2026-12-11 15:15:00,2026-12-11 17:15:00,6656,160,149,120
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA500,Mumbai,Hyderabad,2026-12-24 22:00:00,2026-12-24 23:30:00,2319,160,140,90
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ193,New Delhi,Ahmedabad,2026-12-11 15:45:00,2026-12-11 17:45:00,4089,200,126,120
FastAir,FA,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,FA489,Kolkata,Mumbai,2026-12-02 21:30:00,2026-12-02 22:30:00,6911,160,122,60
AeroExpress,AE,Rajiv Gandhi International,Hyderabad,India,HYD,AE576,Hyderabad,Kochi,2026-12-25 06:30:00,2026-12-25 08:30:00,6743,170,140,120
TransIndia,TI,Pune International,Pune,India,PUN,TI664,Pune,Goa,2026-12-17 13:00:00,2026-12-17 14:15:00,8656,150,118,75
AeroExpress,AE,Goa International,Goa,India,GOI,AE958,Goa,Chennai,2026-12-06 17:00:00,2026-12-06 20:00:00,8448,200,158,180
FastAir,FA,Rajiv Gandhi International,Hyderabad,India,HYD,FA497,Hyderabad,Kochi,2026-12-31 16:30:00,2026-12-31 19:00:00,2224,200,153,150
SkyWays,SW,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,SW753,Ahmedabad,Pune,2026-12-30 16:30:00,2026-12-30 17:30:00,4818,170,159,60
CloudJet,CJ,Goa International,Goa,India,GOI,CJ356,Goa,Kochi,2026-12-20 05:00:00,2026-12-20 06:00:00,4234,200,156,60
SkyWays,SW,Rajiv Gandhi International,Hyderabad,India,HYD,SW993,Hyderabad,Goa,2026-12-18 09:00:00,2026-12-18 11:15:00,7704,200,169,135
AeroExpress,AE,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,AE132,Kolkata,Ahmedabad,2026-12-24 13:30:00,2026-12-24 16:00:00,3568,160,141,150
CloudJet,CJ,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,CJ168,Kolkata,Pune,2026-12-09 13:30:00,2026-12-09 16:00:00,7345,160,142,150
TransIndia,TI,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,TI517,Kolkata,Goa,2026-12-11 14:45:00,2026-12-11 17:00:00,5155,190,138,135
CloudJet,CJ,Pune International,Pune,India,PUN,CJ421,Pune,Hyderabad,2026-12-21 06:15:00,2026-12-21 07:45:00,5241,190,167,90
AeroExpress,AE,Kempegowda International,Bangalore,India,BLR,AE142,Bangalore,Ahmedabad,2026-12-16 06:00:00,2026-12-16 09:00:00,6790,160,136,180
TransIndia,TI,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,TI836,Ahmedabad,Pune,2026-12-26 18:15:00,2026-12-26 19:45:00,8360,200,124,90
FastAir,FA,Kempegowda International,Bangalore,India,BLR,FA331,Bangalore,Ahmedabad,2026-12-26 20:15:00,2026-12-26 23:15:00,4509,200,154,180
AeroExpress,AE,Pune International,Pune,India,PUN,AE891,Pune,Ahmedabad,2026-12-31 10:15:00,2026-12-31 11:45:00,6882,160,136,90
TransIndia,TI,Pune International,Pune,India,PUN,TI503,Pune,Goa,2026-12-27 11:30:00,2026-12-27 13:00:00,7218,190,131,90
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA891,Mumbai,Chennai,2026-12-01 11:00:00,2026-12-01 13:00:00,2458,180,151,120
AeroExpress,AE,Cochin International,Kochi,India,COK,AE591,Kochi,Pune,2026-12-06 13:00:00,2026-12-06 14:15:00,8706,160,92,75
CloudJet,CJ,Pune International,Pune,India,PUN,CJ423,Pune,Bangalore,2026-12-28 13:30:00,2026-12-28 16:00:00,6985,160,95,150
AeroExpress,AE,Goa International,Goa,India,GOI,AE614,Goa,Kolkata,2026-12-02 22:15:00,2026-12-03 01:15:00,4173,160,116,180
TransIndia,TI,Chennai International,Chennai,India,MAA,TI142,Chennai,Hyderabad,2026-12-07 07:30:00,2026-12-07 09:00:00,4565,170,96,90
FastAir,FA,Goa International,Goa,India,GOI,FA810,Goa,Hyderabad,2026-12-07 17:45:00,2026-12-07 19:30:00,5015,170,95,105
AeroExpress,AE,Chhatrapati Shivaji International,Mumbai,India,BOM,AE115,Mumbai,Kochi,2026-12-18 20:15:00,2026-12-18 22:15:00,7145,200,197,120
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ451,Bangalore,Hyderabad,2026-12-16 20:00:00,2026-12-16 21:45:00,5815,160,114,105
AeroExpress,AE,Chhatrapati Shivaji International,Mumbai,India,BOM,AE174,Mumbai,Kolkata,2026-12-08 06:30:00,2026-12-08 07:30:00,4675,170,132,60
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA803,Mumbai,Kochi,2026-12-06 19:45:00,2026-12-06 20:45:00,2610,150,93,60
SkyWays,SW,Kempegowda International,Bangalore,India,BLR,SW697,Bangalore,Pune,2026-12-27 05:15:00,2026-12-27 07:30:00,3914,200,153,135
TransIndia,TI,Chhatrapati Shivaji International,Mumbai,India,BOM,TI828,Mumbai,Goa,2026-12-20 12:45:00,2026-12-20 14:00:00,8105,190,168,75
SkyWays,SW,Kempegowda International,Bangalore,India,BLR,SW629,Bangalore,Mumbai,2026-12-31 13:45:00,2026-12-31 16:45:00,4929,170,161,180
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ794,Ahmedabad,New Delhi,2026-12-05 20:15:00,2026-12-05 21:30:00,5633,190,117,75
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ351,New Delhi,Chennai,2026-12-31 12:45:00,2026-12-31 13:45:00,3011,170,101,60
AeroExpress,AE,Indira Gandhi International,New Delhi,India,DEL,AE641,New Delhi,Ahmedabad,2026-12-26 05:30:00,2026-12-26 07:15:00,2522,150,145,105
FastAir,FA,Pune International,Pune,India,PUN,FA586,Pune,Chennai,2026-12-27 06:45:00,2026-12-27 09:30:00,7415,190,182,165
TransIndia,TI,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,TI549,Kolkata,Bangalore,2026-12-21 16:00:00,2026-12-21 17:30:00,7036,160,94,90
CloudJet,CJ,Cochin International,Kochi,India,COK,CJ342,Kochi,Pune,2026-12-24 17:45:00,2026-12-24 20:30:00,7749,180,161,165
TransIndia,TI,Goa International,Goa,India,GOI,TI146,Goa,Mumbai,2026-12-25 10:45:00,2026-12-25 13:00:00,7740,180,167,135
SkyWays,SW,Pune International,Pune,India,PUN,SW800,Pune,Mumbai,2026-12-10 11:15:00,2026-12-10 13:45:00,6426,190,158,150
SkyWays,SW,Indira Gandhi International,New Delhi,India,DEL,SW409,New Delhi,Kochi,2026-12-15 20:45:00,2026-12-15 23:30:00,6264,150,144,165
AeroExpress,AE,Chhatrapati Shivaji International,Mumbai,India,BOM,AE233,Mumbai,Chennai,2026-12-20 05:45:00,2026-12-20 07:00:00,8886,180,110,75
SkyWays,SW,Cochin International,Kochi,India,COK,SW232,Kochi,Chennai,2026-12-18 09:45:00,2026-12-18 12:00:00,6953,170,167,135
AeroExpress,AE,Rajiv Gandhi International,Hyderabad,India,HYD,AE374,Hyderabad,Ahmedabad,2026-12-16 18:45:00,2026-12-16 20:30:00,6279,190,179,105
TransIndia,TI,Chhatrapati Shivaji International,Mumbai,India,BOM,TI398,Mumbai,Kochi,2026-12-03 17:00:00,2026-12-03 18:45:00,3857,180,171,105
AeroExpress,AE,Kempegowda International,Bangalore,India,BLR,AE339,Bangalore,Goa,2026-12-15 06:15:00,2026-12-15 09:15:00,6917,190,150,180
AeroExpress,AE,Chennai International,Chennai,India,MAA,AE761,Chennai,Kochi,2026-12-04 11:45:00,2026-12-04 14:15:00,3593,180,132,150
FastAir,FA,Chennai International,Chennai,India,MAA,FA290,Chennai,Ahmedabad,2026-12-30 11:30:00,2026-12-30 14:15:00,7213,200,145,165
FastAir,FA,Chennai International,Chennai,India,MAA,FA539,Chennai,Mumbai,2026-12-19 21:30:00,2026-12-19 23:45:00,6899,150,119,135
SkyWays,SW,Chhatrapati Shivaji International,Mumbai,India,BOM,SW471,Mumbai,Hyderabad,2026-12-07 06:15:00,2026-12-07 08:30:00,8274,200,178,135
TransIndia,TI,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,TI533,Ahmedabad,Kochi,2026-12-07 20:15:00,2026-12-07 23:15:00,3335,190,161,180
TransIndia,TI,Kempegowda International,Bangalore,India,BLR,TI985,Bangalore,Kochi,2026-12-25 07:00:00,2026-12-25 09:30:00,8481,170,165,150
SkyWays,SW,Rajiv Gandhi International,Hyderabad,India,HYD,SW550,Hyderabad,Kolkata,2026-12-10 05:15:00,2026-12-10 06:45:00,8611,200,167,90
AeroExpress,AE,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,AE503,Ahmedabad,Pune,2026-12-29 08:00:00,2026-12-29 09:30:00,3187,200,197,90
AeroExpress,AE,Cochin International,Kochi,India,COK,AE947,Kochi,Pune,2026-12-28 13:45:00,2026-12-28 16:00:00,6201,150,124,135
SkyWays,SW,Pune International,Pune,India,PUN,SW953,Pune,Ahmedabad,2026-12-14 08:30:00,2026-12-14 10:45:00,4799,150,94,135
TransIndia,TI,Kempegowda International,Bangalore,India,BLR,TI468,Bangalore,Kochi,2026-12-30 10:15:00,2026-12-30 12:15:00,6375,190,152,120
TransIndia,TI,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,TI659,Ahmedabad,Goa,2026-12-16 17:30:00,2026-12-16 19:45:00,3191,150,91,135
TransIndia,TI,Cochin International,Kochi,India,COK,TI646,Kochi,Hyderabad,2026-12-13 22:30:00,2026-12-14 00:00:00,4022,170,135,90
SkyWays,SW,Chhatrapati Shivaji International,Mumbai,India,BOM,SW199,Mumbai,New Delhi,2026-12-21 13:30:00,2026-12-21 15:15:00,6442,200,194,105
TransIndia,TI,Indira Gandhi International,New Delhi,India,DEL,TI569,New Delhi,Bangalore,2026-12-24 14:00:00,2026-12-24 15:00:00,6636,170,107,60
FastAir,FA,Chennai International,Chennai,India,MAA,FA783,Chennai,Goa,2026-12-04 21:15:00,2026-12-05 00:15:00,3686,190,162,180
SkyWays,SW,Indira Gandhi International,New Delhi,India,DEL,SW142,New Delhi,Kochi,2026-12-06 10:45:00,2026-12-06 11:45:00,4252,170,125,60
FastAir,FA,Indira Gandhi International,New Delhi,India,DEL,FA131,New Delhi,Kolkata,2026-12-10 17:00:00,2026-12-10 18:00:00,7562,170,162,60
AeroExpress,AE,Chhatrapati Shivaji International,Mumbai,India,BOM,AE332,Mumbai,New Delhi,2026-12-07 21:45:00,2026-12-07 22:45:00,4447,170,121,60
SkyWays,SW,Chhatrapati Shivaji International,Mumbai,India,BOM,SW384,Mumbai,Pune,2026-12-20 14:30:00,2026-12-20 16:15:00,2989,150,121,105
SkyWays,SW,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,SW606,Ahmedabad,Pune,2026-12-24 11:00:00,2026-12-24 12:00:00,5429,150,102,60
AeroExpress,AE,Cochin International,Kochi,India,COK,AE894,Kochi,Hyderabad,2026-12-26 12:15:00,2026-12-26 13:30:00,6991,150,111,75
SkyWays,SW,Pune International,Pune,India,PUN,SW410,Pune,Ahmedabad,2026-12-15 20:00:00,2026-12-15 23:00:00,7169,190,172,180
AeroExpress,AE,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,AE867,Kolkata,Hyderabad,2026-12-14 10:15:00,2026-12-14 12:00:00,8575,200,186,105
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ551,Ahmedabad,Mumbai,2026-12-27 17:45:00,2026-12-27 20:30:00,7655,160,113,165
SkyWays,SW,Pune International,Pune,India,PUN,SW548,Pune,Kolkata,2026-12-07 16:00:00,2026-12-07 18:30:00,7288,180,101,150
FastAir,FA,Kempegowda International,Bangalore,India,BLR,FA195,Bangalore,New Delhi,2026-12-29 10:45:00,2026-12-29 12:00:00,7177,170,124,75
SkyWays,SW,Kempegowda International,Bangalore,India,BLR,SW446,Bangalore,Kochi,2026-12-21 19:00:00,2026-12-21 21:00:00,4211,190,188,120
CloudJet,CJ,Pune International,Pune,India,PUN,CJ362,Pune,Kochi,2026-12-26 13:00:00,2026-12-26 14:45:00,5606,150,107,105
AeroExpress,AE,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,AE757,Ahmedabad,Kolkata,2026-12-16 12:45:00,2026-12-16 14:00:00,3504,180,137,75
CloudJet,CJ,Kempegowda International,Bangalore,India,BLR,CJ606,Bangalore,Ahmedabad,2026-12-20 14:30:00,2026-12-20 17:00:00,2745,180,117,150
SkyWays,SW,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,SW566,Ahmedabad,Hyderabad,2026-12-02 06:30:00,2026-12-02 07:30:00,4221,150,116,60
TransIndia,TI,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,TI826,Ahmedabad,Mumbai,2026-12-29 19:45:00,2026-12-29 21:00:00,5631,200,148,75
SkyWays,SW,Chhatrapati Shivaji International,Mumbai,India,BOM,SW772,Mumbai,Kochi,2026-12-16 21:15:00,2026-12-16 22:15:00,8936,160,149,60
SkyWays,SW,Rajiv Gandhi International,Hyderabad,India,HYD,SW990,Hyderabad,Pune,2026-12-10 12:30:00,2026-12-10 14:45:00,6420,200,189,135
TransIndia,TI,Pune International,Pune,India,PUN,TI218,Pune,Kolkata,2026-12-16 13:00:00,2026-12-16 16:00:00,3021,160,153,180
CloudJet,CJ,Goa International,Goa,India,GOI,CJ578,Goa,Pune,2026-12-18 22:00:00,2026-12-18 23:15:00,5325,160,103,75
SkyWays,SW,Rajiv Gandhi International,Hyderabad,India,HYD,SW970,Hyderabad,Mumbai,2026-12-01 20:00:00,2026-12-01 21:00:00,6206,150,143,60
SkyWays,SW,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,SW290,Ahmedabad,Bangalore,2026-12-03 17:15:00,2026-12-03 18:45:00,3702,180,109,90
TransIndia,TI,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,TI290,Ahmedabad,Mumbai,2026-12-13 11:30:00,2026-12-13 13:30:00,4755,180,117,120
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ460,Mumbai,Hyderabad,2026-12-14 20:00:00,2026-12-14 22:00:00,4922,150,75,120
CloudJet,CJ,Indira Gandhi International,New Delhi,India,DEL,CJ511,New Delhi,Ahmedabad,2026-12-06 22:45:00,2026-12-07 00:30:00,8304,160,138,105
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA930,Mumbai,Ahmedabad,2026-12-16 12:00:00,2026-12-16 14:15:00,5235,160,112,135
CloudJet,CJ,Goa International,Goa,India,GOI,CJ537,Goa,Pune,2026-12-20 05:15:00,2026-12-20 06:15:00,6641,160,130,60
AeroExpress,AE,Chhatrapati Shivaji International,Mumbai,India,BOM,AE948,Mumbai,Ahmedabad,2026-12-24 06:30:00,2026-12-24 07:45:00,6619,170,139,75
AeroExpress,AE,Chennai International,Chennai,India,MAA,AE557,Chennai,Bangalore,2026-12-27 21:00:00,2026-12-27 22:00:00,2196,190,190,60
AeroExpress,AE,Goa International,Goa,India,GOI,AE354,Goa,Chennai,2026-12-15 13:00:00,2026-12-15 16:00:00,3861,190,171,180
FastAir,FA,Netaji Subhash Chandra Bose International,Kolkata,India,CCU,FA191,Kolkata,New Delhi,2026-12-10 20:30:00,2026-12-10 23:00:00,6600,180,152,150
AeroExpress,AE,Indira Gandhi International,New Delhi,India,DEL,AE707,New Delhi,Kolkata,2026-12-06 22:00:00,2026-12-07 00:30:00,6436,170,151,150
SkyWays,SW,Goa International,Goa,India,GOI,SW680,Goa,Bangalore,2026-12-25 15:00:00,2026-12-25 16:00:00,8212,200,181,60
AeroExpress,AE,Rajiv Gandhi International,Hyderabad,India,HYD,AE202,Hyderabad,New Delhi,2026-12-21 22:45:00,2026-12-22 00:15:00,7022,200,196,90
SkyWays,SW,Rajiv Gandhi International,Hyderabad,India,HYD,SW309,Hyderabad,Mumbai,2026-12-11 05:00:00,2026-12-11 07:15:00,2001,200,182,135
CloudJet,CJ,Rajiv Gandhi International,Hyderabad,India,HYD,CJ626,Hyderabad,Kolkata,2026-12-20 09:15:00,2026-12-20 10:45:00,3132,150,73,90
SkyWays,SW,Goa International,Goa,India,GOI,SW268,Goa,Pune,2026-12-21 13:30:00,2026-12-21 14:45:00,2338,190,130,75
FastAir,FA,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,FA406,Ahmedabad,Chennai,2026-12-21 12:45:00,2026-12-21 15:30:00,7092,200,181,165
TransIndia,TI,Pune International,Pune,India,PUN,TI186,Pune,Goa,2026-12-09 22:00:00,2026-12-10 00:15:00,2183,190,121,135
CloudJet,CJ,Chhatrapati Shivaji International,Mumbai,India,BOM,CJ845,Mumbai,Pune,2026-12-05 10:30:00,2026-12-05 11:45:00,6351,180,172,75
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ510,Ahmedabad,Kochi,2026-12-20 08:45:00,2026-12-20 10:00:00,7531,160,107,75
AeroExpress,AE,Chhatrapati Shivaji International,Mumbai,India,BOM,AE362,Mumbai,Chennai,2026-12-10 10:45:00,2026-12-10 13:15:00,3931,180,162,150
CloudJet,CJ,Cochin International,Kochi,India,COK,CJ547,Kochi,Goa,2026-12-16 07:15:00,2026-12-16 10:00:00,6564,180,158,165
AeroExpress,AE,Chennai International,Chennai,India,MAA,AE988,Chennai,Goa,2026-12-05 17:00:00,2026-12-05 18:45:00,6747,180,107,105
TransIndia,TI,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,TI634,Ahmedabad,Bangalore,2026-12-08 11:45:00,2026-12-08 12:45:00,5729,150,76,60
CloudJet,CJ,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,CJ513,Ahmedabad,Chennai,2026-12-30 11:15:00,2026-12-30 13:45:00,4289,200,166,150
AeroExpress,AE,Kempegowda International,Bangalore,India,BLR,AE134,Bangalore,Chennai,2026-12-03 17:15:00,2026-12-03 19:30:00,4332,150,120,135
AeroExpress,AE,Cochin International,Kochi,India,COK,AE647,Kochi,New Delhi,2026-12-27 17:30:00,2026-12-27 19:15:00,2901,170,159,105
AeroExpress,AE,Kempegowda International,Bangalore,India,BLR,AE245,Bangalore,Goa,2026-12-01 07:00:00,2026-12-01 08:45:00,6231,170,124,105
SkyWays,SW,Chhatrapati Shivaji International,Mumbai,India,BOM,SW196,Mumbai,New Delhi,2026-12-22 20:30:00,2026-12-22 21:45:00,4509,200,179,75
TransIndia,TI,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,TI224,Ahmedabad,Mumbai,2026-12-10 17:30:00,2026-12-10 19:15:00,4692,160,97,105
TransIndia,TI,Cochin International,Kochi,India,COK,TI554,Kochi,Kolkata,2026-12-23 10:30:00,2026-12-23 11:45:00,8956,190,189,75
CloudJet,CJ,Pune International,Pune,India,PUN,CJ768,Pune,Mumbai,2026-12-18 22:00:00,2026-12-18 23:30:00,2567,170,95,90
SkyWays,SW,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,SW687,Ahmedabad,Bangalore,2026-12-15 21:15:00,2026-12-15 23:00:00,2288,200,140,105
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA332,Mumbai,Goa,2026-12-16 14:00:00,2026-12-16 16:00:00,3912,190,134,120
SkyWays,SW,Chennai International,Chennai,India,MAA,SW310,Chennai,Goa,2026-12-11 07:15:00,2026-12-11 09:15:00,3052,190,126,120
AeroExpress,AE,Goa International,Goa,India,GOI,AE816,Goa,Hyderabad,2026-12-27 07:15:00,2026-12-27 08:30:00,2666,170,108,75
FastAir,FA,Chhatrapati Shivaji International,Mumbai,India,BOM,FA743,Mumbai,Goa,2026-12-04 18:30:00,2026-12-04 20:00:00,5449,200,127,90
AeroExpress,AE,Chennai International,Chennai,India,MAA,AE583,Chennai,Ahmedabad,2026-12-20 06:15:00,2026-12-20 09:15:00,6780,190,157,180
SkyWays,SW,Sardar Vallabhbhai Patel International,Ahmedabad,India,AMD,SW771,Ahmedabad,Goa,2026-12-13 10:45:00,2026-12-13 11:45:00,6098,160,95,60
SkyWays,SW,Goa International,Goa,India,GOI,SW898,Goa,Pune,2026-12-02 13:15:00,2026-12-02 14:15:00,4576,190,149,60
FastAir,FA,Pune International,Pune,India,PUN,FA846,Pune,Chennai,2026-12-02 05:15:00,2026-12-02 06:30:00,7243,160,89,75
